28 @-@ Year @-@ Old Chef Found Dead at San Francisco Mal ||| 28 岁 厨师 被 发现 死 于 旧金山 一家 商
in the afternoon of the 10th day of the month , the appearance of Chinese tourist police in the Red Square in Moscow immediately drew people &apos;s attention . Chinese tourists waved with surprise , and the local people and foreign tourists cannot help but to stop looking back ||| 10 日 下午 ， 中国 旅游 警察 在 莫斯科红场 一 亮相 ， 就 立刻 引起 了 人们 的 注意 ， 中国 游客 怀着 惊喜 纷纷 挥手致意 ， 当地人 和 外国游客 不禁 驻足 回望
on the same day , China &apos;s first professional travel police team - members of Tourism Police Detachment , Sanya City , Hainan Province Public Security Bureau came to the Red Square in Moscow , and communicated with the local police on duty ||| 当天 ， 中国 首支 专业 旅游 警察 队伍 — — 海南省 三亚市 公安局 旅游 警察 支队 的 成员 来到 莫斯科红场 ， 和 当地 执勤 的 旅游 警察 交流学习
Moscow travel police are divided into three groups for duty patrol in the Red Square , Nicolieski pedestrian street and Gu Mu Department Store . the Chinese tourist police also followed for study . the whole process lasted more than an hour ||| 莫斯科 旅游 警察 在 红场 、 尼科 利斯基 步行街 、 古姆 百货商场 等 地 分成 三个 小组 执勤 巡逻 ， 中国 旅游 警察 一起 跟 岗 学习 ， 整个 过程 持续 了 一个多 小时
female police officer Liu Xinie is 20 @-@ plus years old , proficient in English and Spanish . she just joined the tourism police team last year ||| 女警官 柳希涅 今年 20 多岁 ， 通晓 英语 和 西班牙语 ， 她 去年 刚 加入 旅游 警察 队伍
he carefully observed every word and action of the Russian counterparts and communicated with her from time to time ||| 他 一路上 仔细观察 俄罗斯 同行 的 一言一行 ， 并 不时 地 与 她 进行 交流
when he saw Spanish tourists come for consultation , the Moscow travel police explained to him with fluent Spanish , which impressed Wang Bing ||| 当 遇到 西班牙 游客 前来 咨询 时 ， 莫斯科 旅游 警察 用 流利 的 西班牙语 为 对方 进行 了 耐心 讲解 ， 这 给 王冰 留下 深刻印象
&quot; every Moscow travel policeman master foreign language , and some even can speak more than two languages , which impressed us a lot . ||| “ 莫斯科 旅游 警察 每个 人 都 掌握外语 ， 有 的 还 会 两门 以上 ， 这 对 我们 触动 非常 大 。
&quot; Hainan , as an international tourist island , is gradually paying attention to attract international tourists . we hope to improve their ability to match the status of international tourism island . ||| “ 海南 作为 国际 旅游 岛 ， 正在 逐步 重视 吸引 国际 游客 ， 我们 希望 提高 自身 能力 来 匹配 国际 旅游 岛 的 地位 。
on the current day before the study , the Chinese tourist police also went to the brigade station of Moscow city police to communicate with their Russian counterparts ||| 当天 在 跟 岗 学习 前 ， 中国 旅游 警察 还 到 莫斯科市 旅游 警察 大队 驻地 与 他们 的 俄罗斯 同行 进行 交流
&quot; I often deal with Chinese tourists and I am very happen to see them travel to Russia . ||| “ 我 常常 与 中国 旅游者 打交道 ， 看到 他们 来到 俄罗斯 旅游 非常高兴 。
&quot; their usual questions are : where is xxx , for example , where is a monument , how to rent a taxi and how to return to the hotel . ||| “ 他们 通常 求助 的 问题 是 ： 路 怎么 走 ， 某个 纪念碑 在 哪里 ， 怎么 打 出租 ， 怎么 回到 旅馆 。
Lei Sakov , the brigade captain of Moscow city police said that in recent years , Moscow &apos;s urban environment and tourism ambience have become better and better , attracting more and more foreign tourists ||| 莫斯科市 旅游 警察 大队 大队长 雷 萨科夫 说 ， 近年来 莫斯科 的 城市 环境 和 旅游 氛围 变得 越来越 好 ， 对 外国游客 的 吸引力 日益 增加
in order to meet the needs of tourism development , it set up a tourist police team in July 2014 , responsible for patrol in the major scenic spots , thus helping and diverting the tourists ||| 为 适应 旅游 发展 需要 ， 2014 年 7 月 成立 旅游 警察 队伍 ， 负责 在 各大 景点 巡逻 保卫 ， 帮助 和 疏导 游客
at present , all Moscow tourist policemen are proficient in English and some also master Spanish and German ||| 目前 ， 所有 莫斯科 旅游 警察 都 熟练掌握 英语 ， 部分 还 掌握 西班牙语 和 德语
the police brigade divided them into nine groups according to their foreign language levels . they have two classes per week , learn self @-@ defense moves , laws and regulations and foreign languages ||| 警察 大队 根据 外语水平 将 他们 分成 9 个 小组 ， 每周 上 2 次课 ， 学习 自卫 招式 、 法律法规 和 外语
&quot; at present , there are two tourist police beginning to learn Chinese and they can speak fluently . we have to continue to improve their Chinese level , &quot; Lysakov said ||| “ 目前 有 两名 旅游 警察 开始 学习 汉语 ， 已经 说 得 不错 了 ， 我们 还要 继续 提高 他们 的 汉语 水平 ， ” 雷 萨科夫 说
Lysakov told reporters that the Moscow Tourism Police since its inception , have accumulated a certain amount of experience and hoped to inspire counterparts in Sanya ||| 雷 萨科夫 告诉 记者 ， 莫斯科 旅游 警察 自 组建 以来 ， 已经 积累 了 一定 的 经验 ， 希望 能 对 三亚 同行 有所 启发
he believes that the cooperation between the Russian and Chinese police departments will enhance the security sense of their citizens to each other &apos;s national tourism ||| 他 认为 ， 俄中 两国 警察 部门 合作 将 提升 本国 公民 到 对方 国家 旅游 的 安全感
&quot; the recruiting , police mode and equipment of Moscow tour police officers and their excellent interactions with visitors have brought us a lot of inspiration . &quot; Chen Xiaokun said ||| “ 莫斯科 旅游 警察 的 人员 招录 、 警务 模式 、 装备 配备 ， 以及 与 游客 的 良好 互动 给 我们 带来 了 很多 启发 ， ” 陈晓昆 说
ChinaNews journalist found that there are at least nine provinces and cities issuing rules for the implementation of residence permit , including Hebei , Jilin , Tianjin , Jiangxi , Sichuan , Hainan , Gansu , Fujian and Beijing , etc ||| 中新网 记者 梳理 发现 ， 目前 至少 已有 河北 、 吉林 、 天津 、 江西 、 四川 、 海南 、 甘肃 、 福建 、 北京 等 9 个 省市 出台 了 居住证 实施细则
for the conditions of applying for residence permit , the above regions generally said that the applicants need to live more than six months and meet one of these three requirements : having legitimate and stable employment , having legal and stable residence and continuous study ||| 对于 申领 居住证 的 条件 ， 上述 地区 普遍 提出 ， 需 居住 半年 以上 ， 符合 有 合法 稳定 就业 、 合法 稳定 住所 、 连续 就读 条件 之一
ChinaNews journalist noted that in the aspect of residence permit providing treatment , the &quot; gold content &quot; is different in various cities . compared with the national provisions , some areas have provided more public services and conveniences ||| 中新网 记者 注意 到 ， 在 居住证 提供 的 待遇 方面 ， 各地 “ 含金量 ” 不 一 ， 与 国家 版 的 规定 相比 ， 一些 地区 提供 的 公共服务 和 便利 的 范围 有所 扩大
these areas have increased the conveniences of children to attend college entrance examination in the local place while meeting the related requirement ||| 这些 地区 均 增加 了 子女 在 满足 相关 条件 下 可 在 当地 参加 中 高考 的 便利
in addition , it is clearly proposed by Beijing and other places that they will gradually expand the scope of public services and convenience , and regularly release to the community ||| 此外 ， 北京 等 多 地 还 明确要求 ， 逐步 扩大 提供 公共服务 和 便利 的 范围 ， 并 定期 向 社会 公布
for example , Fujian proposed to announce the public services and convenience of residence permit holders to the public at least every 3 year ||| 如 ， 福建 提出 ， 至少 每 3 年 向 社会 公布 一次 居住证 持有人 享受 的 公共服务 和 便利 的 范围
&quot; residence Permit Provisional Regulations &quot; provides that , for those in line with the residence permit conditions , the public security organs shall issue a residence permit within 15 days from the date of acceptance ||| 《 居住证 暂行条例 》 规定 ， 对 符合 居住证 办理 条件 的 ， 公安机关 应当 自 受理 之日起 15 日内 制作 发放 居住证
for the time limit , most of the region hold the same opinion with the national version . that is , to release the permit within 15 days ||| 对于 发证 时限 ， 大部分 地区 跟 国家 版 的 意见 一致 ， 即 在 15 日内 发放
Hebei clearly stipulates that for applicants who meet the conditions of application and have complete application documents , the residence police station shall issue a residence permit within 3 working days from the date of acceptance ||| 河北 明确 ， 对 符合 申领 条件 、 材料 齐全 的 ， 居住地 公安 派出所 应自 受理 之日起 3 个 工作日内 发放 居住证
Jiangxi clearly stipulates that for applicants who meet the conditions of application and have complete application documents , the public security shall issue a residence permit within 5 working days from the date of acceptance ||| 江西 规定 ， 符合 居住证 申领 条件 且 证明 材料 齐全 的 ， 公安机关 应当 自 受理 之日起 5 个 工作日内 制作 发放 居住证
in accordance with the &quot; residence permit provisional regulations &quot; , the above cities stipulate clearly that the cost of certificate production shall be exempted in case of initial application of residence permit ||| 按照 《 居住证 暂行条例 》 规定 ， 上述 地区 均 明确 ， 首次 申领 居住证 ， 免收 证件 工本费
for example , Sichuan required the local police stations or commissioned community service agencies shall strictly enforce the approved fees and charges standard and resolutely prohibit over @-@ range , over @-@ standard fees or ride fees ||| 如 ， 四川 要求 ， 各地 公安 派出所 或者 受 委托 的 社区服务 机构 要 严格执行 核定 的 收费 项目 及 收费 标准 ， 坚决 禁止 超范围 、 超标准 收费 或 搭车 收费
it was found that on July 27 , 2016 , Chen Yangxia , the former Ganzhou City Dingnan County Party Secretary came to the Provincial Commission for Discipline Inspection for reporting and serving as director of the CPC supervision room ( deputy director @-@ general , one year &apos;s probation period ) ||| 经查 ， 2016 年 7 月 27 日 ， 原 赣州市 定南 县委书记 陈阳霞 到 省纪委 报 到 上班 ， 担任 党风 政风 监督 室主任 （ 副厅长 级 ， 试用期 一年 ）
the red wine at the dinner was provided by Li Youcai while other costs were borne by Liu ||| 当晚 饮用 的 红酒 由黎友 才 个人 提供 ， 其他费用 由 刘 某某 个人 承担
Jiangxi Provincial Commission for Discipline Inspection informed that Chen Yangxia and Cheng Ziliang , who organized and accepted dining invitation in private clubs , violated the spirit of the central eight provisions and the Party &apos;s discipline ||| 江西省 纪委 通报 称 ， 陈阳霞 、 程子 亮 等 人 在 私人 会 所 组织 和 接受 吃请 ， 违反 了 中央 八项 规定 精神 ， 触犯 了 党的纪律
last season , Pogba was punished with two yellow cards . he will be banned automatically according to the rules ||| 博格 巴 上赛季 在 意大利杯 中 吃 到 两张 黄牌 ， 根据 规则 将 自动 禁赛 一场
although he has transferred back to the Premiership , the Football Association Challenge Cup ( FA Cup ) still passes his accumulative suspension to FA Cup ||| 虽然 他 已经 转会 回到 了 英超 ， 但是 英足 总 仍然 将 其 累计 禁赛 顺延 至 英超 赛场
in this way , on August 14 , in the away games of fighting against Bournemouth , Pogba will watch a fight without helping any party . his first show after return to Manchester United will be extended to Southampton &apos;s home game on August 20 ||| 如此一来 ， 在 8 月 14 日 客场 迎战 伯恩茅 斯 的 比赛 中 ， 博格 巴将 作壁上观 ， 他 重返 曼联 的 首秀 将 延至 20 日 与 南安普顿 的 主场 比赛
as the No.12 new arrival of the first round in 2014 , Salic will officially land on the NBA in the next season , and join the Philadelphia 76ers ||| 作为 2014 年 的 首轮 12 号 新秀 ， 萨里 奇 将 在 下 赛季 正式 登陆 NBA ， 并 加盟费 城 76 人队
as a young European player , Salic is not known to many fans . but I believe he impressed people with his performance in this Olympic Games ||| 萨里 奇 身为 一个 年轻 的 欧洲 球员 ， 很多 球迷 对 他 并 不是 很 了解 ， 但是 通过 本届 奥运会 ， 相信 萨里 奇 的 表现 给 人们 留下 了 很 深 的 印象
in a game with win by a narrow margin of Croatian over Spain , Salici successfully blocked Paul - Gasol in his last moment and tried to drag the game into the overtime basket attack ||| 上 一场 克罗地亚 险胜 西班牙 的 比赛 ， 萨里 奇 在 最后 时刻 成功 封盖 掉 保罗 - 加索尔 试图 将 比赛 拖入 加时 的 篮下 进攻
recently , Brett @-@ Brown , the commander @-@ in @-@ chief of the 76 @-@ team gave Salic a high rating . he thought he saw the shadow of young Manu @-@ Ginobili in Saric ||| 近日 ， 76 人队 主帅 布雷特 - 布朗 给予 萨里 奇 很 高 的 评价 ， 这位 马刺 系 主帅 认为 他 在 萨里 奇 看到 了 年轻 时 的 马 努 - 吉诺 比利 的 影子
it is quite obvious that Saric already showed his gift and made 76 people full of expectations ||| 很 显然 ， 萨里 奇 已经 展现出 了 他 的 天赋 ， 并且 让 76 人 对 他 充满 期待
in Croatia &apos;s first two games of the Olympic Games , Salic received a total of 24 points , 17 rebounds and 12 assists ||| 克罗地亚 在 本届 奥运会 上 的 前 两场 比赛 ， 萨里 奇 一共 得到 24 分 、 17 个 篮板 和 12 次 助攻
in the first half , Salic showed his capability of drawing space on the scene . he can have a shot outside the three @-@ point line via the pick and roll with his colleagues ||| 上半场 ， 萨里 奇 展现出 了 他 在 场上 拉开 空间 的 能力 ， 通过 与 队友 的 挡 拆 之后 ， 他 在 三分 线外 能 命中 投篮
although the current 76 @-@ team is packed with many gifted young players , they are not equipped with the outside scoring capability as Salic ||| 虽然 目前 这支 76 人 的 内线 囤积 了 不少 有 天赋 的 年轻 球员 ， 但是 他们 并 不 具备 萨里 奇 的 外线 能力
from block shot to launching a long pass , fast break and complete assists , there are just a few insiders who can do it on the NBA game ||| 从 盖帽 到 发动 长传 快攻 并 完成 助攻 ， 当今 NBA 赛场 上能 做到 这点 的 内线 球员 屈指可数
since the beginning of this Olympic Games , Salic has obtained 13 points , eight backboards and five assists in three games , with a full performance ||| 自从 本届 奥运会 开始 以来 ， 萨里 奇 在 3 场 比赛 里场 均 得到 13 分 、 8 个 篮板 和 5 次 助攻 ， 表现 堪称 全面
James has signed two 1 + 1 contracts since he decided to return to the Cavaliers in the summer of 2014 ||| 自从 2014 年 夏天 决定 重返 骑士队 以来 ， 詹姆斯 连续 签了 两份 1 + 1 的 合同
now , as this labor agreement is about to enter the last year , James will be in the forefront of labor negotiations as the vice chairman of NBA player union ||| 随着 NBA 现今 这份 劳资 协议 即将 进入 最后 一年 ， 作为 NBA 球员 工会 的 副 主席 ， 詹姆斯 将会 身处 劳资 协议 谈判 的 最 前线
the substantial increase in union revenue is attributed to the new television protocol . the question is how the boss and players deal with the money . the outside world is worried that the NBA will fall in the next summer ||| 鉴于 联盟 收入 的 大幅 提升 ， 这得 感谢 新 的 电视转播 协议 ， 以及 老板 和 球员 之间 关于 如何 处理 这笔 钱 的 争斗 ， 外界 担心 NBA 将会 在 明年 夏天 陷入 停摆
but for James , he will not have to worry that he will become a free agent next summer because he has renewed a 3 @-@ year contract with the Cavaliers ||| 但是 对于 詹姆斯 来说 ， 他 在 明年 夏天 不用 担心 自己 会 成为 自由 球员 ， 因为 他 已经 与 骑士队 续约 了 一份 3 年期 合同
no matter when the 2017 @-@ 18 season kicks off , James is within the contract ||| 无论 2017 - 18 赛季 从 什么 时候 正式 开始 ， 詹姆斯 都 是 在 合同 之内 的
since the stunning debut of iPhoneSE , the mobile phone market also ushered in a small screen machine boom ||| 自 iPhoneSE 惊艳 亮相 之后 ， 手机 市场 也 迎来 了 小 屏机 的 热潮
not long ago , Nubia also launched the first works of its Z11 series : nubiaZ11mini ||| 前不久 ， 努比亚 也 推出 了 其 Z11 系列 的 首款 作品 ： nubiaZ11mini
NubiaZ11mini follows its consistent photographed gene , and is equipped with a one @-@ hand easier @-@ to @-@ hold 5.0 @-@ inch screen , portable and convenient post @-@ fingerprint recognition , contributing to its superior experience ||| nubiaZ11mini 延续 了 其 一贯 的 卓越 拍照 基因 ， 并 配备 了 单手 更 易 握持 的 5.0 英寸 屏幕 、 便捷 易用 的 后置 指纹识别 ， 成就 了 其 出众 的 使用 体验
a small screen camera phone Z11mini , which was just listed by Nubia , had a price fall of RMB 200 , decreasing from the original RMB 1499 to RMB 1299 ||| nubia 旗下 刚刚 上市 的 小屏 拍照 手机 Z11mini 降价 200 元 ， 即 从 原来 的 1499 元降 至 1299 元
in appearance , nubiaZ11mini uses a 5 @-@ inch 1080p screen . the classic &quot; little red circle &quot; design is below on the front side ||| 在 外观 方面 ， nubiaZ11mini 采用 了 一块 5 英寸 的 1080P 屏幕 ， 正面 下方 依旧 是 经典 的 “ 小红圈 ” 设计
the middle frame is metal material . its bottom adopts symmetrical design and is equipped with Type @-@ C data interface ||| 中框 为 金属 材质 ， 底部 采用 对称 式 设计 并 配置 了 Type - C 数据 接口
Portland smelter &apos;s future in doubt with axing of power contrac ||| 波特兰 冶炼厂 的 未来 因 供电 合同 的 取消 而 充满 不 确定
the future of the Portland aluminium smelter in Victoria - and the jobs of hundreds of workers - is in doubt with the power company which supplies the plant disclosing one of the plant &apos;s owners is to terminate a supply contract , with all supply contracts expected to be axed ||| 由于 为 工厂 供电 的 电力公司 透露 了 一名 工厂 所有人 将 终止 一份 供应 合同 ， 从而 使 所有 供应 合同 失效 ， 位于 维多利亚 的 波特兰 铝 冶炼厂 以及 工厂 数百名 工人 目前 正 面临 着 不 确定 的 未来
the move follows the decision of the Victoria government earlier this year to not extend subsidies provided to keep the plant in operation ||| 这一 举措 发生 在 维多利亚 政府 决定 不 继续 发放 保证 工厂 运营 的 补贴 之后
a 20 @-@ year fixed subsidy expires in November ||| 这笔 为期 20 年 的 固定 补贴 将 在 11 月 终止
up to 2000 jobs may be at risk at Alcoa &apos;s Portland plant ||| 美铝 公司 波特兰 工厂 的 2000 名 工人 可能 面临 失业
as many as 2000 jobs - direct and indirect - could be at risk with any closure ||| 一旦 工厂 关闭 ， 可能 有 多达 2000 人 直接 或 间接 失业
and there could be additional knock @-@ on effects since the smelter consumes around 10 per cent of Victoria &apos;s entire electricity output ||| 并且 由于 该 工厂 的 用电量 占 到 维多利亚 全部 电力 输出 的 约 10% ， 因此 可能 还会 产生 连锁反应
in 2014 , Alcoa closed the Point Henry smelter which led to the closure last year of the Anglesea power plant ||| 2014 年 ， 美铝 公司 关闭 了 汉瑞角 冶炼厂 ， 这 导致 了 去年 安格尔 西岛 发电厂 的 关闭
Alcoa &apos;s Portland smelter is losing money and risks closure ||| 美铝 公司 波特兰 冶炼厂 目前 正在 亏损 并且 面临 关闭 风险
the moves follows speculation about the future of the plant for several years now , initially in the wake of the strong Australian dollar and more recently due to the price for the output from the plant ||| 此举 是 在 对 工厂 未来 几年 作出 预测 之后 作出 的 ， 最初 的 原因 是 澳元 的 走强 ， 而 最近 则 是因为 工厂 产品 的 价格
AGL , which supplies the big aluminium smelter with electricity from its Loy Yang A power plant in the Latrobe Valley , said it expects the other three owners will also move to terminate their agreements ||| AGL 通过 拉特 罗布 山谷 老埃 杨 发电厂 为 这座 大型 铝 冶炼厂 提供 电能 。 该 公司 预测 另外 三名 工厂 所有人 也 将 终止 其 协议
the plant is majority owned by a joint venture of Alcoa and Alumina , with China &apos;s CITIC and Japan &apos;s Marubeni Corp holding smaller shares ||| 工厂 的 最大 股东 是 一家 美铝 公司 和 氧化铝 公司 的 合资 公司 ， 而 中国 的 中信集团 和 日本 的 丸 红 株式会社 也 持有 少量 股份
&quot; AGL expects the Portland facility to continue to operate , meaning physical demand for electricity from the smelter will continue , &quot; it said ||| 该 合资 公司 表示 ： “ AGL 预计 波特兰 工厂 将 继续 运营 ， 也就是说 这座 冶炼厂 将 继续 产生 电力 需求 。
AGL said the contracts are so @-@ called &apos; hedging contracts &apos; which were due to take effect from November 2016 ||| AGL 表示 这些 合同 是 本来 应该 自 2016 年 11 月 起 生效 的 “ 对冲 合同 ”
the contracts have a 12 @-@ month termination period so they will actually finish in 2017 ||| 合同 的 终止 期为 12 个 月 ， 因此 它们 将 在 2017 年 终止
&quot; as such , AGL continues to expect the contracts to contribute to earnings in fiscal year 17 , &quot; the power company said ||| 该 电力公司 表示 ： “ 因此 ， AGL 仍 预测 这些 合同 将 在 2017 财年 继续 产生 收入 。
any potential earnings impact on AGL from FY18 onwards is currently limited by the strong futures market outlook for wholesale electricity prices ||| 自 2018 财年 起 对 AGL 可能 产生 的 任何 收入 影响 目前 都 受到 期货市场 对于 批发 电价 的 乐观 展望
AGL said it had already written down the value of the contracts in its accounts by $ 187 million in &quot; anticipation of a termination event . ||| AGL 表示 ， 公司 已 在 “ 终止 活动 预期 ” 中 减记 了 1.87 亿美元 的 合同 价值
Alcoa said the decision to close out the contracts &quot; does not affect Alcoa &apos;s ... ability to operate the smelter or secure electricity supply to the smelter . ||| 美铝 公司 表示 ， 决定 终止 这些 合同 “ 不会 影响 美铝 公司 经营 该 冶炼厂 或 保证 该 冶炼厂 电力供应 的 能力 ”
the US company said it entered into a 20 @-@ year contract with Loy Yang in 2010 , which was due to commence from November this year , although it has yet to explain why it has pulled out of the contract ||| 这家 美国公司 表示 其 在 2010 年 与 老埃 杨 签署 了 一份 为期 20 年 的 合同 ， 该 合同 本来 将 在 今年 11 月 生效 ， 但 该 公司 没有 解释 为何 退出 该 合同
analysts have been wary of the possible closure of both of the Portland smelter in Victoria and also the Tomago plant near Newcastle due to the poor economics of the industry ||| 分析家 对于 位于 维多利亚 的 波特兰 冶炼厂 以及 位于 纽卡斯尔 附近 的 托马 戈 工厂 是否 会 因为 行业 糟糕 的 经济 形势 而 关闭 持 谨慎 态度
addressing analysts earlier in the week , AGL &apos;s head of operations , Stephen Mikkelsen said Portland uses around 600 megawatts of power annually and Tomago around 900 megawatts ||| 针对 分析师 在 本周 早些时候 发表 的 评论 ， AGL 运营 主管 史蒂芬 · 米克尔 森 表示 波特兰 每年 的 用电量 达到 约 600 兆瓦 ， 托马 戈 工厂 达到 约 900 兆瓦
if both of those plants go from the market that &apos;s a significant reduction in demand in the &#91; electricity &#93; market ||| 如果 两家 工厂 关闭 ， 则 电力 市场 的 需求量 会 大大减少
and as a generator that wouldn &apos;t be good for us , &quot; he said ||| 他 表示 ： “ 作为 一家 电力公司 ， 这 对于 我们 来说 可不是 一个 好消息 ”
community legal centres turn away 160,000 people a yea ||| 社区 法律 中心 每年 将 16 万人 拒之门
more than 160,000 of the nation &apos;s most vulnerable are turned away from community legal centres every year , with the sector bracing itself for the impact further funding cuts will have on already @-@ stretched operations ||| 每年 有 超过 16 万 最 弱势 的 群体 被 社区 法律 中心 拒之门外 。 这项 服务 的 资金 本 已 捉襟见肘 ， 而 现在 又 要 面对 进一步 的 资金 削减
in Queensland , three out of five people - mostly the elderly , immigrants , vulnerable workers , victims of violence and those without resources to fight unfair evictions and the like - are already turned away while seeking free legal advice and representation ||| 在 昆士兰 ， 每 五个 人中 有 三个 人 在 寻求 免费 法律咨询 和 代理服务 时 被 拒 ， 其中 大部分 是 老年人 、 移民 、 弱势 的 工人 、 暴力事件 的 受害人 以及 没有 资源 对抗 不 公正 驱逐 的 人 等
community legal services , already stretched beyond limits , are bracing for further cuts ||| 社区 法律 服务 的 资金 缺乏 早已 超过 了 限值 ， 现在 又 要 面临 进一步 的 资金 削减
from June next year , those legal centres are slated to lose another 30 per cent of their federal funding ||| 自 明年 六月 起 ， 联邦政府 为 这些 法律 中心 提供 的 资金 将 再 减少 30%
Director of Community Legal Centres Queensland James Farrell said the latest National Association of Community Legal Centres Census Report found thousands of people were already being turned away each year ||| 昆士兰 社区 法律 中心 负责人 詹姆斯 · 法雷尔 表示 ， 根据 最新 的 国家 社区 协会 法律 中心 调查报告 ， 每年 有 数千 人 被 拒之门外
Mr Farrell said without a reversal of the federal government decision , the situation was only going to get worse ||| 法雷尔 先生 表示 ， 如果 联邦政府 不 改变 现有 的 决定 ， 这一 情况 只会 变得 更糟
&quot; Queensland &apos;s community legal centres are chronically underfunded , meaning thousands of people are turned away from the vital services they need , &quot; he said ||| 他 表示 ： “ 昆士兰 的 社区 法律 中心 长期 处于 资金不足 的 状况 ， 这 意味着 数千 人 将 无法 获得 所 需要 的 重要 服务 。
people leaving violent relationships , people with unmanageable and crippling debts , families going through separation , workers who are unfairly sacked - all of these people have problems with legal dimensions , and this report shows that they &apos;re not able to get the help they need ||| 需要 远离 暴力 的 人 、 背负 无法 偿还 的 巨额 债务 的 人 、 面临 分崩离析 的 家庭 、 被 压榨 的 工人 ， 这些 人群 都 面临 着 法律 层面 的 问题 ， 并且 该 报告 显示 他们 无法 获得 所 需要 的 帮助
the federal government will cut funding by 30 per cent from June 2017 , which means thousands more vulnerable Queenslanders will be forced to navigate complex legal problems without help ||| 联邦政府 将 自 2017 年 6 月 起 再 削减 30% 的 资金 ， 这 意味着 昆士兰 数千 弱势群体 将 被迫 在 没有 帮助 的 情况 下面 对 复杂 的 法律 问题
we call on the Attorney @-@ General , and Queensland Senator George Brandis to immediately reverse these funding cuts , so people can get the help they need when they &apos;re faced with a legal problem ||| 我们 呼吁 司法部长 兼 昆士兰 议员 乔治 · 布兰迪斯 立刻 撤消 这些 削减 资金 的 决定 ， 让 人们 可以 在 面对 法律 问题 时 获得 所 需要 的 帮助
last year , the state government delivered on its commitment to bring legal aid funding up to the national average ||| 去年 ， 州政府 承诺 将 法律援助 资金 提高 到 国家 平均水平
it &apos;s now time to look at the needs of community legal centres and their client communities , and for the Palaszczuk government to invest in this important work ||| 现在 必须 关注 社区 法律 中心 及其 对应 社区 的 需求 ， 白乐琪 政府 也 必须 投入 到 这项 重要 的 工作 中
Donald Trump campaign sued after staffer allegedly pulled a gu ||| 唐纳德 · 特朗普 竞选 团队 因 工作人员 拔枪 而 被 起
new York : Donald Trump &apos;s campaign was sued for allegedly doing nothing after being told that the director of its North Carolina operations pulled a gun on a staffer as they drove in a Jeep in February ||| 纽约 ： 特朗普 的 竞选 团队 因其北 加利福尼亚 洲 负责人 于 2 月份 驾驶 一辆 吉普车 时 拔枪 指向 一名 工作人员 后 不 作为 而 被 起诉
the incident was described in a lawsuit filed on Wednesday in state court in Charlotte by Vincent Bordini , a former software trainer for the state campaign ||| 该州 竞选 团队 的 前 软件 培训师 文森特 · 博迪尼于 周三 在 位于 夏洛特 的 州 法庭 上 描述 了 该 事件
Bordini said he waited for months for the situation to be handled internally before realising &quot; this was not going to happen . ||| 博迪尼 表示 ， 之前 他 希望 这件 事情 能够 在 内部 解决 ， 但 在 等待 了 数月 后 他 意识 到 “ 这 不 可能 发生 ”
the director , Earl Phillip , &quot; produced a pistol , put his right index finger on the trigger , and drove the barrel into Vincent &apos;s knee cap , &quot; Bordini said in the complaint ||| 根据 博迪尼 的 描述 ， 这位 名叫 厄尔 · 菲利普 的 负责人 “ 拔出 了 一把 手枪 ， 将 右手 食指 放在 板 机上 ， 并且 将 枪口 对准 文森特 的 膝盖骨 。
after complaining to local and regional campaign leadership , Bordini learned that at least four other people had experience the same thing with Phillip , according to the filing ||| 在 向 当地 和 地区 竞选 团队 领导层 投诉 后 ， 博迪尼 从 卷宗 中 了解 到 至少 还有 四个 人 经历 了 相同 的 事情
&quot; guns don &apos;t have to fire to inflict damage , &quot; Bordini said in the complaint ||| 博迪尼 在 投诉 中 表示 ： “ 没有 开枪 不 代表 不会 造成 伤害 。
the suit comes just two days after the Republican presidential nominee caused a furore when telling a crowd in North Carolina that the &quot; Second Amendment people &quot; -- understood to be gun owners and gun enthusiasts -- could take action if his rival Hillary Clinton were elected and gets her pick of judges ||| 就 在 该 案件 发生 两天 前 ， 这位 共和党 总统 候选人 在 北卡罗来纳州 告诉 群众 ， 如果 他 的 对手 希拉里 · 克林顿 当选 并且 挑选 她 所 喜爱 的 法官 ， 那么 “ 支持 第二 修正案 的 人 ” ， 也 就是 枪支 持有人 和 枪支 爱好者 可能 会 采取行动 ， 这一 发言 引发 了 众怒
Trump &apos;s campaign said the media had taken his words out of context and that he wasn &apos;t advocating violence ||| 特朗普 的 竞选 团队 表示 ， 媒体 对 他 的话 断章取义 ， 他 并 没有 提倡 暴力
Bordini &apos;s complaint seeks compensation from the campaign for negligent supervision , and from Phillip for assault , battery and infliction of emotional distress ||| 博迪尼 在 投诉 中 要求 竞选 团队 为 自己 的 疏于 监督 进行 赔偿 ， 同时 也 要求 菲利普 为 自己 的 袭击 、 殴打 和 精神 伤害 进行 赔偿
Trump spokeswoman Hope Hicks didn &apos;t immediately return a message seeking comment ||| 特朗普 发言人 霍普 · 希克斯 未 立即 对 这 一 消息 予以 回应
attempts to reach Phillip were unsuccessful ||| 无法 联系 到 菲利普
WCCB , a local news affiliate in Charlotte , reported Phillip recently left the campaign ||| 据 夏洛特 当地 的 一家 新闻社 WCCB 报道 ， 菲利普 于 近期 离开 了 竞选 团队
a call left at his consulting firm , Innovative Consulting Services , wasn &apos;t immediately returned ||| 他 的 咨询 公司   Innovative   Consulting   Services   未 对 来电 立刻 进行 回复
